"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/26/2019","AQS","170314201","1","0.066","ppm","87","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/27/2019","AQS","170314201","1","0.069","ppm","97","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/28/2019","AQS","170314201","1","0.07","ppm","100","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/29/2019","AQS","170314201","1","0.069","ppm","97","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/30/2019","AQS","170314201","1","0.052","ppm","48","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/01/2019","AQS","170314201","1","0.057","ppm","58","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/02/2019","AQS","170314201","1","0.055","ppm","51","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/03/2019","AQS","170314201","1","0.051","ppm","47","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/04/2019","AQS","170314201","1","0.057","ppm","58","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/05/2019","AQS","170314201","1","0.061","ppm","71","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/06/2019","AQS","170314201","1","0.036","ppm","33","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/07/2019","AQS","170314201","1","0.026","ppm","24","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/08/2019","AQS","170314201","1","0.04","ppm","37","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/09/2019","AQS","170314201","1","0.07","ppm","100","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/10/2019","AQS","170314201","1","0.059","ppm","64","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/11/2019","AQS","170314201","1","0.039","ppm","36","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/12/2019","AQS","170314201","1","0.054","ppm","50","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/13/2019","AQS","170314201","1","0.058","ppm","61","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/14/2019","AQS","170314201","1","0.045","ppm","42","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/15/2019","AQS","170314201","1","0.043","ppm","40","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/16/2019","AQS","170314201","1","0.032","ppm","30","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/17/2019","AQS","170314201","1","0.053","ppm","49","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/18/2019","AQS","170314201","1","0.046","ppm","43","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/19/2019","AQS","170314201","1","0.05","ppm","46","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/20/2019","AQS","170314201","1","0.047","ppm","44","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/21/2019","AQS","170314201","1","0.034","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/22/2019","AQS","170314201","1","0.029","ppm","27","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/23/2019","AQS","170314201","1","0.043","ppm","40","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/24/2019","AQS","170314201","1","0.033","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/25/2019","AQS","170314201","1","0.06","ppm","67","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/26/2019","AQS","170314201","1","0.062","ppm","74","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/27/2019","AQS","170314201","1","0.059","ppm","64","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/28/2019","AQS","170314201","1","0.06","ppm","67","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/29/2019","AQS","170314201","1","0.045","ppm","42","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/30/2019","AQS","170314201","1","0.029","ppm","27","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/31/2019","AQS","170314201","1","0.028","ppm","26","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/01/2019","AQS","170314201","1","0.038","ppm","35","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/02/2019","AQS","170314201","1","0.053","ppm","49","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/03/2019","AQS","170314201","1","0.063","ppm","77","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/04/2019","AQS","170314201","1","0.051","ppm","47","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/05/2019","AQS","170314201","1","0.061","ppm","71","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/06/2019","AQS","170314201","1","0.052","ppm","48","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/07/2019","AQS","170314201","1","0.05","ppm","46","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/08/2019","AQS","170314201","1","0.04","ppm","37","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/09/2019","AQS","170314201","1","0.048","ppm","44","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/10/2019","AQS","170314201","1","0.057","ppm","58","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/11/2019","AQS","170314201","1","0.059","ppm","64","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/12/2019","AQS","170314201","1","0.06","ppm","67","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/13/2019","AQS","170314201","1","0.047","ppm","44","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/14/2019","AQS","170314201","1","0.043","ppm","40","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/15/2019","AQS","170314201","1","0.033","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/16/2019","AQS","170314201","1","0.048","ppm","44","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/17/2019","AQS","170314201","1","0.034","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/18/2019","AQS","170314201","1","0.045","ppm","42","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/19/2019","AQS","170314201","1","0.047","ppm","44","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/20/2019","AQS","170314201","1","0.034","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/21/2019","AQS","170314201","1","0.043","ppm","40","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/22/2019","AQS","170314201","1","0.031","ppm","29","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/23/2019","AQS","170314201","1","0.029","ppm","27","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/24/2019","AQS","170314201","1","0.033","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/25/2019","AQS","170314201","1","0.044","ppm","41","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/26/2019","AQS","170314201","1","0.028","ppm","26","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/27/2019","AQS","170314201","1","0.037","ppm","34","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/28/2019","AQS","170314201","1","0.032","ppm","30","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/29/2019","AQS","170314201","1","0.048","ppm","44","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/30/2019","AirNow","170314201","1","0.045","ppm","42","NORTHBROOK WATER PLANT","18","75.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/31/2019","AQS","170314201","1","0.038","ppm","35","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/01/2019","AQS","170314201","1","0.046","ppm","43","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/02/2019","AQS","170314201","1","0.042","ppm","39","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/03/2019","AQS","170314201","1","0.033","ppm","31","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/04/2019","AQS","170314201","1","0.025","ppm","23","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/05/2019","AQS","170314201","1","0.036","ppm","33","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/06/2019","AQS","170314201","1","0.027","ppm","25","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/07/2019","AQS","170314201","1","0.038","ppm","35","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/08/2019","AQS","170314201","1","0.021","ppm","19","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/09/2019","AQS","170314201","1","0.036","ppm","33","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/10/2019","AQS","170314201","1","0.051","ppm","47","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/11/2019","AQS","170314201","1","0.049","ppm","45","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/12/2019","AQS","170314201","1","0.036","ppm","33","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/13/2019","AQS","170314201","1","0.026","ppm","24","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/14/2019","AQS","170314201","1","0.039","ppm","36","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/15/2019","AQS","170314201","1","0.038","ppm","35","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/16/2019","AQS","170314201","1","0.042","ppm","39","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/17/2019","AQS","170314201","1","0.045","ppm","42","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/18/2019","AQS","170314201","1","0.056","ppm","54","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/19/2019","AQS","170314201","1","0.057","ppm","58","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/20/2019","AQS","170314201","1","0.055","ppm","51","NORTHBROOK WATER PLANT","17","100.0000","44201","Ozone","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
